"";"YEAR";"Ca_WET";"Mg_WET";"K_WET";"X.2";"X.3";"N_WET";"S_WET";"X.6";"X.7";"X.8";"Dry.Deposition.kg.ha.yr";"X.9";"X.10";"X.11";"X.12";"X.13";"X.14";"X.15";"X.16";"X.17";"Total.Deposition.kg.ha.yr";"X.18";"X.19";"X.20";"X.21";"X.22";"X.23";"X.24";"X.25";"X.26";"Throughfall.kg.ha.yr";"X.27";"X.28";"X.29";"X.30";"X.31";"X.32";"X.33";"X.34";"X.35";"Ca_THRU";"Mg_THRU";"K_THRU";"X.38";"X.39";"N_THRU";"S_THRU";"X.42";"X.43";"X.44";"Litterflow.flux.kg.ha.yr";"X.45";"X.46";"X.47";"X.48";"X.49";"X.50";"X.51";"X.52";"X.53";"Leaching.flux.kg.ha.yr";"X.54";"X.55";"X.56";"X.57";"X.58";"X.59";"X.60";"X.61";"X.62";"Ca_WTH";"Mg_WTH";"K_WTH";"X.65";"X.66";"X.67";"P_WTH"
"1";2005;1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0;0;0;0;0;0;0;0;0;0;0;1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0;1,8530655;2,0168884;6,6045117;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0;0,7629756;0,2705492;5,8511252;0;0;0;0;0;0;0;18,3334084;5,0617261;4,7827373;6,4886432;12,2841282;18,7727699;4,9276538;16,1032791;29,2413216;0;14,2881422;13,4695034;5,1524248;0,0566719;0,1131383;0,1698103;7,2824216;40,4318733;73,378212;0,2070455;2,7812531;1,5475751;0,5060133;0,4855877;5,357687;12,837882;0,7199712
"2";2006;1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;0;0;0;0;0;0;0;0;0;0;0;1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;0;2,42099;2,0842416;7,4608383;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;0;0,8801745;0,3121077;6,7499027;0;0;0;0;0;0;0;15,8777676;4,7329211;5,6157856;5,571311;11,4218426;16,9931526;4,5668225;16,1259956;28,8638268;0;9,893424;9,3637648;4,1831408;0;0;0;7,0421891;34,2775536;38,1137314;0,0796948;2,8429241;1,5666765;0,5118284;0,4967071;5,4152346;13,0715704;0,7295077
"3";2007;1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;0;0;0;0;0;0;0;0;0;0;0;1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;0;2,1334071;2,1563973;8,0828648;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;0;0,9600204;0,3404209;7,3622293;0;0;0;0;0;0;0;14,116046;4,6729693;6,6769953;5,7183914;11,4113283;17,1297188;4,5388422;16,3639107;30,0533886;0;8,9840508;8,545455;3,9532275;0;0;0;6,8704333;33,5650406;32,2446976;0,0930487;2,854485;1,5666828;0,5028375;0,4893799;5,3423858;13,038681;0,732202
"4";2008;1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0;0;0;0;0;0;0;0;0;0;0;1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0;2,1341348;2,116555;8,759984;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0;1,044045;0,3702159;8,0065975;0;0;0;0;0;0;0;13,2675247;4,5875893;7,6290064;6,2425952;11,6588917;17,9014874;4,3554678;16,1032791;29,2413216;0;8,6396809;8,2557755;3,8288622;0;0;0;6,7130704;33,759346;25,4347935;0,0062744;2,8773439;1,5745388;0,4959448;0,4828429;5,2844949;13,0650711;0,73549
"5";2009;1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;0;0;0;0;0;0;0;0;0;0;0;1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;0;2,6386402;2,1614199;9,1299562;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;0;1,0978245;0,3892859;8,4190197;0;0;0;0;0;0;0;13,2225113;4,6223502;8,3411732;5,7833138;11,9032183;17,6865311;4,318759;16,1259956;28,8638268;0;8,5274534;8,1761217;3,7942429;0;0;0;6,5264535;34,5806503;17,6265202;0,0049462;2,9116516;1,5847137;0,4829468;0,4781674;5,2158489;13,093833;0,7431789
"6";2010;1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;0;0;0;0;0;0;0;0;0;0;0;1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;0;2,2798855;2,208338;9,2061749;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;0;1,1064986;0,3923617;8,4855385;0;0;0;0;0;0;0;12,4398956;4,6629596;8,8936901;6,0201058;12,1002598;18,1203651;4,4060941;16,3639107;30,0533886;0;8,1478214;7,8357654;3,6823666;0;0;0;6,3710403;34,3197174;21,9657974;0,0050286;2,9095812;1,5818334;0,4781852;0,4737076;5,1753888;13,0494776;0,7433496
"7";2011;1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0;0;0;0;0;0;0;0;0;0;0;1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0;2,2559161;2,1597378;9,6938963;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0;1,1658261;0,413399;8,9405107;0;0;0;0;0;0;0;11,9957085;4,5814857;9,3233471;6,4969692;12,2163849;18,7133522;4,2553363;16,1032791;29,2413216;0;8,2119761;7,9073172;3,6392972;0;0;0;6,2662148;34,2099648;21,3884811;0,0107997;2,9183969;1,5856565;0,4805083;0,4745411;5,184876;13,09515;0,7431306
"8";2012;1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;0;0;0;0;0;0;0;0;0;0;0;1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;0;2,7737577;2,209332;10,166152;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;0;1,2329425;0,4371983;9,4552155;0;0;0;0;0;0;0;12,1459303;4,595644;9,5966158;5,9466195;12,2626247;18,2092438;4,2254081;16,1259956;28,8638268;0;8,261178;7,9390984;3,6336558;0;0;0;6,2142239;34,113205;10,3075905;0,0032823;2,9388371;1,5920473;0,4709354;0,4697586;5,1302104;13,0971861;0,7488471
"9";2013;1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;0;0;0;0;0;0;0;0;0;0;0;1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;0;2,4744539;2,2773314;10,6982861;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;0;1,3010671;0,4613551;9,9776497;0;0;0;0;0;0;0;11,5285892;4,6292715;9,864418;6,1421337;12,3538561;18,4959927;4,3226552;16,3639107;30,0533886;0;8,0483971;7,7086582;3,5548298;0;0;0;6,0915327;32,8347664;20,1158085;0,0048686;2,9306557;1,5878536;0,4692378;0,4669344;5,1094718;13,0534143;0,7478558
"10";2014;1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0;0;0;0;0;0;0;0;0;0;0;1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0;2,4583135;2,2315078;11,2460432;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0;1,3682234;0,4851686;10,4926577;0;0;0;0;0;0;0;11,2362967;4,5508022;10,1106224;6,6113896;12,4341555;19,0455456;4,1847644;16,1032791;29,2413216;0;8,4242134;8,027689;3,5729649;0;0;0;6,6313729;31,8892612;26,9464035;0,0042404;2,9489379;1,5956526;0,4719904;0,4706334;5,1343975;13,1401291;0,7487339
"11";2015;1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;0;0;0;0;0;0;0;0;0;0;0;1,5408158;1,7721338;0,7109369;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;0;2,9745154;2,28052;11,7057199;1,8321431;0,198249;2,0303919;2,2847517;16,1259956;28,8638268;0;1,4336998;0,5083862;10,9947834;0;0;0;0;0;0;0;11,5112724;4,5689874;10,2461548;6,0451593;12,4650545;18,5102139;4,1660252;16,1259956;28,8638268;0;8,8969793;8,414999;3,6564572;0;0;0;4,0691209;30,9289131;18,3612003;0,0035056;2,9681418;1,6015836;0,46439;0,4671243;5,0917854;13,1503048;0,7539971
"12";2016;1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;0;0;0;0;0;0;0;0;0;0;0;1,1733867;1,8159763;0,720636;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;0;2,6692436;2,3464036;12,19209;2,0278795;0,2357044;2,2635839;2,4052696;16,3639107;30,0533886;0;1,4958566;0,530427;11,4714546;0;0;0;0;0;0;0;10,9964581;4,606668;10,4069242;6,2417669;12,5523624;18,7941284;4,2727647;16,3639107;30,0533886;0;9,0180483;8,4592333;3,6502619;0;0;0;5,8585825;28,8412437;20,9320526;0,0057324;2,955827;1,5960153;0,4637543;0,4646643;5,0768995;13,0991964;0,7523864
"13";2017;1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0;0;0;0;0;0;0;0;0;0;0;1,09009;1,7463391;0,7533862;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0;2,6465623;2,2982602;12,6896954;2,57616;0,2603092;2,8364692;2,2869554;16,1032791;29,2413216;0;1,5564725;0,5519213;11,9363089;0;0;0;0;0;0;0;10,7863359;4,5312238;10,5654869;6,7176552;12,6306992;19,3483524;4,1423926;16,1032791;29,2413216;0;9,7762337;9,0894175;3,7320123;0;0;0;5,8272376;27,2162876;26,0261154;0,0064298;2,9740198;1,6040044;0,4663103;0,4686024;5,1030011;13,1860523;0,7532526
