"";"V1";"Ca_Wet";"Mg_Wet";"K_Wet";"NO3_Wet";"NH4_Wet";"Ntot_Wet";"SO4_Wet";"Na_Wet";"Cl_Wet";"K_Folx";"NO3_Folx";"NH4_Folx";"Ntot_Folx";"SO4_Folx";"Na_Folx";"Cl_Folx";"Ca_WTH";"Mg_WTH";"K_WTH";"Na_WTH";"Al_WTH";"Si_Wet";"P_WTH";"V79";"Year";"N_TU";"Ca_TU";"Mg_TU";"K_TU";"S_TU";"P_TU";"N_LF";"Ca_LF";"Mg_LF";"K_LF";"S_LF";"P_LF";"N_L_Min";"Ca_L_Min";"Mg_L_Min";"K_L_Min";"S_L_Min";"P_L_Min";"N_SOM_Min";"Ca_SOM_Min";"Mg_SOM_Min";"K_SOM_Min";"S_SOM_Min";"P_SOM_Min";"V26"
"1";"        2005";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,6255026;0;0;0;0;0;0;2,8953865;1,8094852;0,6203924;0,6276978;6,5579944;15,4296055;0,4591117;NA;2005;34,997406;20,6149712;4,7513385;22,9641476;6,0985899;4,7420201;22,6503716;8,5099993;2,7432957;11,0944881;1,6400275;3,4504182;6,2201748;19,4234619;3,6963489;5,3723302;2,3374102;2,3807986;-253,5860596;-0,0053367;-0,0032364;-0,0052063;-52,6198311;-20,9699631;NA
"2";"        2006";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,6255026;0;0;0;0;0;0;2,9548216;1,8346616;0,6160222;0,6332723;6,5671577;15,6271687;0,4651316;NA;2006;36,1679878;23,1760387;5,0641279;24,2490864;6,4752007;5,1087036;22,6503716;8,5099993;2,7432957;11,0944881;1,6400275;3,4504182;6,2890611;15,4422855;3,1950023;6,264483;1,9987808;2,4417982;28,7193489;-0,0104791;-0,006355;-0,010223;4,9987273;3,9544613;NA
"3";"        2007";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,7780786;0;0;0;0;0;0;3,018785;1,8604753;0,6045833;0,6265777;6,4922533;15,7802782;0,471479;NA;2007;36,1015511;23,0256424;5,0696926;24,3757858;6,5739822;5,0947318;22,6503716;8,5099993;2,7432952;11,0944881;1,6400275;3,4504182;6,5397749;13,5753956;3,0331936;7,2528496;1,8801552;2,6273921;26,9812241;-0,0121632;-0,0073763;-0,0118659;4,9860625;3,8487399;NA
"4";"        2008";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,9345899;0;0;0;0;0;0;3,0741181;1,8826185;0,5946233;0,6218169;6,4323225;15,9148531;0,4769631;NA;2008;36,1171417;22,7875748;5,0844688;24,5572968;6,7184348;5,0893893;22,5137634;8,5099983;2,7432952;11,0944862;1,640027;3,4504182;6,7985115;12,5349693;2,9838276;8,1210814;1,8364114;2,8182433;26,2919254;-0,0128447;-0,0077895;-0,0125307;4,9774261;3,8050823;NA
"5";"        2009";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,8135428;0;0;0;0;0;0;3,1157949;1,8990577;0,5869526;0,6182489;6,386425;16,0145683;0,4812192;NA;2009;36,000248;22,4640999;5,0538139;24,3805466;6,7850027;5,068953;22,4371548;8,5099983;2,7432952;11,0944862;1,640027;3,4504182;7,0148716;11,8601704;2,970504;8,8296003;1,8182858;2,9820728;25,8186207;-0,0132021;-0,0080063;-0,0128794;4,9594245;3,7641339;NA
"6";"        2010";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,7101946;0;0;0;0;0;0;3,1470995;1,9113531;0,5811759;0,6156053;6,3520174;16,0892792;0,4844458;NA;2010;35,8222542;22,0738926;4,9411745;24,1767616;6,6943636;5,0381665;22,410553;8,5099983;2,7432954;11,0944862;1,6400273;3,4504182;7,1862864;11,3759527;2,9677975;9,3913221;1,8090369;3,1143131;25,4069977;-0,0134358;-0,0081481;-0,0131074;4,8672647;3,719784;NA
"7";"        2011";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,6844687;0;0;0;0;0;0;3,1755929;1,922652;0,5761662;0,6136694;6,3239517;16,1599808;0,4873086;NA;2011;35,5833702;21,6293106;4,9491696;24,026474;6,578249;5,0073829;22,4212856;8,5100012;2,7432959;11,0944881;1,6400275;3,4504194;7,320601;11,0083504;2,9674599;9,8311243;1,8029563;3,218385;25,007534;-0,0136082;-0,0082526;-0,0132755;4,7129521;3,6787136;NA
"8";"        2012";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,7072492;0;0;0;0;0;0;3,2016008;1,9331038;0,5720454;0,6124381;6,3025074;16,2284851;0,4897797;NA;2012;35,32827;21,2280598;4,9454007;23,9058266;6,7080131;4,9678912;22,4521923;8,5099964;2,7432945;11,0944805;1,6400267;3,4504178;7,4266992;10,7208843;2,9669881;10,1734247;1,7980874;3,2993221;24,6244621;-0,0137423;-0,0083339;-0,0134064;4,7528763;3,6311986;NA
"9";"        2013";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,7389655;0;0;0;0;0;0;3,2239287;1,9420379;0,5684146;0,6113299;6,2835231;16,286541;0,4919488;NA;2013;35,1929893;20,6266212;4,9312463;23,8708725;6,4748759;4,9496984;22,4196243;8,5100002;2,743295;11,0944805;1,640027;3,4504182;7,5096354;10,4923258;2,9657583;10,4389372;1,7937468;3,3618455;24,3559017;-0,0138493;-0,0083988;-0,0135108;4,5571084;3,6064103;NA
"10";"        2014";1,4758315;2,2721844;0,9012563;3,5374987;0,5863439;4,1238427;9,5069981;19,5200577;34,5289688;5,7548623;0;0;0;0;0;0;3,2423122;1,9494854;0,5655403;0,6105974;6,2692318;16,3358116;0,4936354;NA;2014;35,0564117;19,1113892;4,8838015;23,8200989;5,9561763;4,9315033;22,3788605;8,5099983;2,743295;11,0944805;1,6400273;3,4504182;7,571744;10,3085546;2,9637368;10,6443872;1,789692;3,4099028;24,1305542;-0,0139359;-0,0084513;-0,0135953;4,2663789;3,5832717;NA
