"";"YEAR";"Litter_N_Min";"Litter_Ca_Min";"Litter_Mg_Min";"Litter_K_Min";"Litter_S_Min";"Litter_P_Min";"SOM_N_Min";"SOM_Ca_Min";"SOM_Mg_Min";"SOM_K_Min";"SOM_S_Min";"SOM_P_Min";"MB_NUP_SOM";"MB_CaUP_SOM";"MB_MgUP_SOM";"MB_KUP_SOM";"MB_SUP_SOM";"MB_PUP_SOM";"MB_NUP_DOC";"MB_CaUP_DOC";"MB_MgUP_DOC";"MB_KUP_DOC";"MB_SUP_DOC";"MB_PUP_DOC";"MB_NT";"MB_CaT";"MB_MgT";"MB_KT";"MB_ST";"MB_PT";"X";"Net_N_Minz";"Net_P_Minz";"Net_Ca_Minz";"Net_K_Minz";"Net_Mg_Minz";"Net_S_Minz"
"1";2005;41,4030098;48,4641522;15,2081847;13,7405723;7,2827858;4,5654028;333,1830083;4,3e-05;4,3e-05;4,3e-05;14,1001563;3,196428;108,9399629;4,3e-05;4,3e-05;4,3e-05;0,0947536;2,1124923;242,3623382;0,0424409;0,0424409;0,0424409;0,1914381;1,7751397;81,9878914;0,0182422;0,0182422;0,0182422;0,1228596;1,8159407;0;18,511315186;1,85407823367;19,405502253268;5,355712226912;3,68604448174;6,7939961824
"2";2006;41,9112409;38,5305856;13,1454546;16,0223937;6,2277023;4,9669557;331,6817713;0,0002839;0,0002839;0,0002839;13,9995658;3,1791786;108,6974849;0,0002839;0,0002839;0,0002839;0,0945575;2,1015469;241,381364;0,0430935;0,0430935;0,0430935;0,1912284;1,4903121;139,125639;0,0360066;0,0360066;0,0360066;0,2398198;3,0872811;0;18,509630748;2,06130813534;15,42436110976;6,247697791418;3,18459786725;6,42355432782
"3";2007;43,7238206;33,8724374;12,4797118;18,5502973;5,858093;5,4780954;330,7607936;0,0006079;0,0006079;0,0006079;13,9186104;3,1669228;108,7343517;0,0006079;0,0006079;0,0006079;0,094606;2,0952141;242,5651561;0,0438722;0,0438722;0,0438722;0,1966132;1,5271201;149,5484183;0,0417974;0,0417974;0,0417974;0,275452;3,4630367;0;18,468724134;2,20441304157;13,557379411556;7,23587976234;3,022678564875;6,27737691812
"4";2008;45,5933117;31,2764335;12,2765976;20,7709335;5,7217974;5,9432262;329,6183738;0,0009609;0,0009609;0,0009609;13,8193659;3,1529551;108,6395533;0,0009609;0,0009609;0,0009609;0,0945319;2,0870131;243,5233747;0,0444677;0,0444677;0,0444677;0,1975884;1,5600841;153,3420258;0,0441637;0,0441637;0,0441637;0,2873183;3,5893594;0;18,436363512;2,33392930284;12,516907704292;8,104009291166;2,97325271894;6,20155011294
"5";2009;47,1575975;29,5927197;12,2217814;22,5830889;5,6653249;6,3279742;328,5195265;0,0013262;0,0013262;0,0013262;13,7206621;3,1394373;108,5601844;0,0013262;0,0013262;0,0013262;0,0944698;2,0791701;244,2990446;0,0449449;0,0449449;0,0449449;0,205585;1,5865257;155,2210611;0,0454633;0,0454633;0,0454633;0,2950742;3,6400059;0;18,392931116;2,44071033226;11,84209771676;8,812482058796;2,959902444235;6,1492368812
"6";2010;48,3957938;28,3845352;12,2106454;24,0197743;5,6365064;6,6350076;327,4518529;0,0016987;0,0016987;0,0016987;13,6225985;3,1262676;108,4893778;0,0016987;0,0016987;0,0016987;0,0944144;2,0715812;244,8270864;0,045322;0,045322;0,045322;0,2074561;1,6065908;156,6089507;0,0463905;0,0463905;0,0463905;0,2995193;3,6647753;0;18,342878442;2,52550575868;11,357903853044;9,37419551798;2,957194721405;6,10795860528
"7";2011;49,3614456;27,467314;12,2092565;25,1446435;5,6175608;6,876395;326,4109192;0,0020761;0,0020761;0,0020761;13,525532;3,1134002;108,4246494;0,0020761;0,0020761;0,0020761;0,0943633;2,0642037;245,18972;0,0456191;0,0456191;0,0456191;0,2101597;1,6212691;157,8279596;0,0471544;0,0471544;0,0471544;0,3023934;3,6782644;0;18,281570272;2,59173253317;10,99035046596;9,81402827349;2,956876666175;6,06989835186
"8";2012;50,1170965;26,7500525;12,207312;26,0201246;5,602389;7,0649195;325,3947754;0,0024572;0,0024572;0,0024572;13,430092;3,100813;108,3648503;0,0024572;0,0024572;0,0024572;0,0943161;2,057019;245,3993235;0,0458534;0,0458534;0,0458534;0,2100968;1,6324938;158,9360437;0,0478259;0,0478259;0,0478259;0,3039565;3,6856963;0;18,215756776;2,64274402539;10,702959578788;10,156381269832;2,95643973519;6,03445637452
"9";2013;50,7158271;26,179763;12,2022509;26,6992201;5,5888669;7,2116887;324,4003392;0,0028414;0,0028414;0,0028414;13,3353298;3,0884507;108,3092959;0,0028414;0,0028414;0,0028414;0,0942718;2,0499988;245,3810348;0,0460394;0,0460394;0,0460394;0,2110206;1,6410682;159,6766472;0,048435;0,048435;0,048435;0,3047077;3,6894556;0;18,16291841;2,68171435064;10,4744897894;10,421971520658;2,955257807345;5,99944425766
"10";2014;51,1962625;25,721235;12,1939351;27,2246899;5,5762323;7,3257446;323,4225768;0,0032271;0,0032271;0,0032271;13,2409294;3,0762487;108,2575079;0,0032271;0,0032271;0,0032271;0,0942304;2,0431121;245,2499675;0,0461869;0,0461869;0,0461869;0,2117566;1,6466677;160,1392404;0,0489985;0,0489985;0,0489985;0,3054623;3,6902924;0;18,111642052;2,71152433832;10,290825569152;10,627512834498;2,953294546665;5,96489287506
