kg/ha/month
 YEAR;Month;Ca;Mg;K;Na;Al;Si;P
        2007;           2;      0.1258096;      0.1212974;      0.2240372;      0.0352301;      0.8291690;      1.2654423;      0.0124793
        2007;           3;      0.1739650;      0.1680632;      0.3125820;      0.0483317;      1.1537219;      1.7606655;      0.0179573
        2007;           4;      0.2512197;      0.2588278;      0.4858798;      0.0698115;      1.7360572;      2.6588640;      0.0265516
        2007;           5;      0.3814855;      0.4084973;      0.7763850;      0.1056841;      2.7210953;      4.1739120;      0.0411010
        2007;           6;      0.4925976;      0.5495374;      1.0603719;      0.1356374;      3.6510184;      5.6076765;      0.0540328
        2007;           7;      0.5419009;      0.6369190;      1.2429858;      0.1491113;      4.1903834;      6.4495659;      0.0592856
        2007;           8;      0.4177108;      0.5350373;      1.0224227;      0.1171968;      3.3505189;      5.1915908;      0.0431868
        2007;           9;      0.2424056;      0.3326018;      0.6111081;      0.0679106;      1.9736948;      3.0834763;      0.0265577
        2007;          10;      0.1608595;      0.1942815;      0.3551720;      0.0454121;      1.2028115;      1.8643451;      0.0163395
        2007;          11;      0.1624174;      0.1604310;      0.2985899;      0.0452011;      1.0929401;      1.6700602;      0.0165423
        2007;          12;      0.1319762;      0.1262656;      0.2330882;      0.0369435;      0.8665118;      1.3217719;      0.0130242
        2008;           1;      0.1419335;      0.1339890;      0.2477833;      0.0396017;      0.9255682;      1.4106364;      0.0142563
        2008;           2;      0.1306140;      0.1243919;      0.2301570;      0.0364546;      0.8562706;      1.3057251;      0.0131208
        2008;           3;      0.1656519;      0.1621668;      0.3008494;      0.0462450;      1.1038690;      1.6861141;      0.0168150
        2008;           4;      0.2524103;      0.2585402;      0.4847710;      0.0701771;      1.7351270;      2.6567492;      0.0267475
        2008;           5;      0.3712999;      0.3987431;      0.7553586;      0.1031062;      2.6420250;      4.0545125;      0.0400375
        2008;           6;      0.5243144;      0.5705344;      1.0970840;      0.1440617;      3.8115361;      5.8478160;      0.0585807
        2008;           7;      0.5482573;      0.6420872;      1.2517676;      0.1506606;      4.2254848;      6.5031738;      0.0605334
        2008;           8;      0.4601225;      0.5761885;      1.0981778;      0.1288276;      3.6164877;      5.5989089;      0.0492588
        2008;           9;      0.4202675;      0.5194473;      1.0121856;      0.1138692;      3.3539484;      5.1813002;      0.0501043
        2008;          10;      0.2426141;      0.2612837;      0.4963375;      0.0665240;      1.7500925;      2.6858525;      0.0263042
        2008;          11;      0.1712039;      0.1678441;      0.3133048;      0.0473367;      1.1510094;      1.7579263;      0.0178811
        2008;          12;      0.1360169;      0.1290494;      0.2386205;      0.0379551;      0.8903652;      1.3573918;      0.0135837
        2009;           1;      0.1351084;      0.1299003;      0.2398307;      0.0378364;      0.8892052;      1.3568243;      0.0133538
        2009;           2;      0.1352122;      0.1275226;      0.2362855;      0.0376084;      0.8828186;      1.3453732;      0.0137742
        2009;           3;      0.1636651;      0.1608022;      0.2981046;      0.0457399;      1.0920618;      1.6685129;      0.0165583
        2009;           4;      0.2498687;      0.2570375;      0.4819547;      0.0694948;      1.7223165;      2.6378136;      0.0264248
        2009;           5;      0.3982952;      0.4176852;      0.7927417;      0.1101664;      2.7990725;      4.2888336;      0.0434702
        2009;           6;      0.5053014;      0.5502687;      1.0571479;      0.1392923;      3.6710649;      5.6324730;      0.0556564
        2009;           7;      0.5669691;      0.6771846;      1.3193634;      0.1542679;      4.4190669;      6.8120179;      0.0665287
        2009;           8;      0.4547443;      0.5643248;      1.0863189;      0.1275005;      3.5939598;      5.5542345;      0.0465360
        2009;           9;      0.2695190;      0.3541455;      0.6582838;      0.0756055;      2.1501875;      3.3463185;      0.0289082
        2009;          10;      0.2018371;      0.2209918;      0.4122386;      0.0565670;      1.4428389;      2.2187548;      0.0204459
        2009;          11;      0.1655697;      0.1620148;      0.3014103;      0.0460537;      1.1069610;      1.6905813;      0.0169639
        2009;          12;      0.1344982;      0.1278036;      0.2361130;      0.0375883;      0.8802351;      1.3421041;      0.0133643
        2010;           1;      0.1390043;      0.1323331;      0.2446017;      0.0388397;      0.9106019;      1.3885655;      0.0138667
        2010;           2;      0.1293613;      0.1237454;      0.2289254;      0.0361259;      0.8502164;      1.2968524;      0.0129548
        2010;           3;      0.1665517;      0.1627445;      0.3020033;      0.0464743;      1.1089774;      1.6937009;      0.0169338
        2010;           4;      0.2447129;      0.2533841;      0.4743811;      0.0681744;      1.6903143;      2.5901384;      0.0258115
        2010;           5;      0.3866397;      0.4088019;      0.7746832;      0.1071796;      2.7254841;      4.1786222;      0.0419976
        2010;           6;      0.5148180;      0.5510980;      1.0547549;      0.1421513;      3.6833339;      5.6473088;      0.0568656
        2010;           7;      0.5874159;      0.6553149;      1.2671932;      0.1616310;      4.3551826;      6.6882854;      0.0651299
        2010;           8;      0.4326447;      0.5527260;      1.0475969;      0.1211401;      3.4264448;      5.3144445;      0.0470818
        2010;           9;      0.3236965;      0.3987429;      0.7484587;      0.0906887;      2.4870622;      3.8522935;      0.0349421
        2010;          10;      0.2603217;      0.2649871;      0.4995841;      0.0716153;      1.7985497;      2.7521451;      0.0282618
        2010;          11;      0.1737653;      0.1674035;      0.3117830;      0.0481372;      1.1523353;      1.7582240;      0.0181409
        2010;          12;      0.1363214;      0.1288833;      0.2381842;      0.0380634;      0.8897563;      1.3561879;      0.0136050
        2011;           1;      0.1435514;      0.1351128;      0.2500058;      0.0400013;      0.9351371;      1.4249452;      0.0144921
        2011;           2;      0.1311941;      0.1246923;      0.2307155;      0.0366101;      0.8590122;      1.3097426;      0.0131941
        2011;           3;      0.1639947;      0.1608873;      0.2982107;      0.0458370;      1.0929853;      1.6697868;      0.0165969
        2011;           4;      0.2519492;      0.2577711;      0.4830222;      0.0700814;      1.7292198;      2.6476474;      0.0267065
        2011;           5;      0.4013419;      0.4196263;      0.7963482;      0.1109783;      2.8149145;      4.3123879;      0.0438745
        2011;           6;      0.5288165;      0.5689684;      1.0921849;      0.1454403;      3.8097048;      5.8417950;      0.0590224
        2011;           7;      0.6104818;      0.7180218;      1.3927695;      0.1651164;      4.6906056;      7.2287579;      0.0743540
        2011;           8;      0.5227929;      0.7720929;      1.5132885;      0.1351531;      4.6603875;      7.2840667;      0.0836164
        2011;           9;      0.4138394;      0.5005466;      0.9761415;      0.1130404;      3.2623708;      5.0313625;      0.0468266
        2011;          10;      0.2446621;      0.2580518;      0.4886876;      0.0673791;      1.7370611;      2.6626809;      0.0260355
        2011;          11;      0.1748024;      0.1701159;      0.3174977;      0.0482557;      1.1696301;      1.7856759;      0.0184374
        2011;          12;      0.1379441;      0.1301990;      0.2408449;      0.0384463;      0.9005745;      1.3725123;      0.0138551
        2012;           1;      0.1335725;      0.1288179;      0.2376206;      0.0374551;      0.8797581;      1.3427173;      0.0131482
        2012;           2;      0.1358037;      0.1277138;      0.2366049;      0.0377732;      0.8849506;      1.3483893;      0.0138458
        2012;           3;      0.1603379;      0.1584821;      0.2933767;      0.0448960;      1.0718526;      1.6383814;      0.0161384
        2012;           4;      0.2468406;      0.2545495;      0.4766386;      0.0687398;      1.7009698;      2.6057904;      0.0260788
        2012;           5;      0.4071921;      0.4237196;      0.8045205;      0.1124596;      2.8494921;      4.3639984;      0.0446872
        2012;           6;      0.5399277;      0.5757928;      1.1044391;      0.1483447;      3.8650510;      5.9240932;      0.0606656
        2012;           7;      0.6254976;      0.7128958;      1.3800820;      0.1700190;      4.7041497;      7.2359629;      0.0740878
        2012;           8;      0.5179152;      0.7763200;      1.5132527;      0.1315360;      4.6239228;      7.2433820;      0.0901838
        2012;           9;      0.3751460;      0.5041469;      0.9882296;      0.1003651;      3.1705282;      4.9215703;      0.0485486
        2012;          10;      0.2425605;      0.2494380;      0.4692284;      0.0672126;      1.6819916;      2.5752692;      0.0255189
        2012;          11;      0.1648751;      0.1607284;      0.2986040;      0.0459326;      1.0976647;      1.6761029;      0.0168545
        2012;          12;      0.1301794;      0.1248220;      0.2301131;      0.0365109;      0.8543740;      1.3035052;      0.0127751
        2013;           1;      0.1393178;      0.1324320;      0.2447794;      0.0389244;      0.9117762;      1.3902279;      0.0139076
        2013;           2;      0.1332340;      0.1263229;      0.2339851;      0.0371022;      0.8723367;      1.3298290;      0.0134962
        2013;           3;      0.1747313;      0.1685745;      0.3135757;      0.0485252;      1.1580511;      1.7671239;      0.0180670
        2013;           4;      0.2615907;      0.2656139;      0.4991926;      0.0724978;      1.7940785;      2.7451389;      0.0279193
        2013;           5;      0.3992097;      0.4180412;      0.7938346;      0.1103368;      2.8049591;      4.2973285;      0.0436425
        2013;           6;      0.5494038;      0.5947989;      1.1433340;      0.1500515;      3.9797540;      6.1055312;      0.0633641
        2013;           7;      0.5709101;      0.7431909;      1.4416051;      0.1502524;      4.6660390;      7.2421818;      0.0814398
        2013;           8;      0.5799577;      0.8039010;      1.5737258;      0.1524297;      4.9702044;      7.7354779;      0.0843269
        2013;           9;      0.4780762;      0.5215572;      1.0018578;      0.1314691;      3.4811687;      5.3420119;      0.0529485
        2013;          10;      0.2724248;      0.2806611;      0.5298381;      0.0741178;      1.8981591;      2.9077845;      0.0313177
        2013;          11;      0.1852643;      0.1786833;      0.3336356;      0.0507324;      1.2333153;      1.8824233;      0.0204030
        2013;          12;      0.1432735;      0.1344204;      0.2491322;      0.0397285;      0.9343528;      1.4234999;      0.0146961
        2014;           1;      0.1481920;      0.1386161;      0.2568768;      0.0411291;      0.9637033;      1.4679276;      0.0152074
        2014;           2;      0.1304085;      0.1241341;      0.2295961;      0.0364169;      0.8542365;      1.3025973;      0.0130817
        2014;           3;      0.1624718;      0.1598634;      0.2961697;      0.0454438;      1.0841476;      1.6566312;      0.0164060
        2014;           4;      0.2611209;      0.2643574;      0.4963886;      0.0724195;      1.7854255;      2.7315743;      0.0278687
        2014;           5;      0.4035925;      0.4212481;      0.7995911;      0.1115508;      2.8284504;      4.3326230;      0.0441802
        2014;           6;      0.5562343;      0.6017013;      1.1563396;      0.1516472;      4.0261106;      6.1768885;      0.0647773
        2014;           7;      0.6079041;      0.7531379;      1.4582779;      0.1613847;      4.8107114;      7.4437118;      0.0824670
        2014;           8;      0.4626161;      0.7165989;      1.3794558;      0.1111149;      4.1214795;      6.4956546;      0.1006067
        2014;           9;      0.3990850;      0.5542893;      1.0719112;      0.1030692;      3.3872766;      5.2834167;      0.0626801
        2014;          10;      0.2687716;      0.2860079;      0.5407437;      0.0725935;      1.9122055;      2.9357882;      0.0321075
        2014;          11;      0.1786509;      0.1718640;      0.3205379;      0.0492789;      1.1858962;      1.8093525;      0.0189853
        2014;          12;      0.1342378;      0.1274883;      0.2354336;      0.0375379;      0.8777544;      1.3382938;      0.0133180
        2015;           1;      0.1431818;      0.1351724;      0.2502039;      0.0398829;      0.9349079;      1.4248515;      0.0144600
        2015;           2;      0.1345654;      0.1268259;      0.2348960;      0.0374576;      0.8777245;      1.3375590;      0.0136746
        2015;           3;      0.1693257;      0.1644544;      0.3053819;      0.0471838;      1.1242124;      1.7162795;      0.0173055
        2015;           4;      0.2716754;      0.2731016;      0.5139353;      0.0750500;      1.8550373;      2.8365676;      0.0293299
        2015;           5;      0.4377416;      0.4599388;      0.8770636;      0.1194449;      3.0986023;      4.7483516;      0.0503945
        2015;           6;      0.5121779;      0.6379777;      1.2297997;      0.1350006;      4.0517812;      6.2761245;      0.0719350
        2015;           7;      0.4691664;      0.6915334;      1.3400781;      0.1185720;      4.1218381;      6.4563346;      0.0828136
        2015;           8;      0.6056626;      0.7975053;      1.5626612;      0.1616596;      5.0351310;      7.8076897;      0.0804197
        2015;           9;      0.4539456;      0.5189416;      1.0037781;      0.1243663;      3.4279647;      5.2724657;      0.0507488
        2015;          10;      0.2657400;      0.2893474;      0.5472083;      0.0713041;      1.9167607;      2.9477971;      0.0329405
        2015;          11;      0.1825917;      0.1759776;      0.3285049;      0.0501503;      1.2147332;      1.8537633;      0.0197980
        2015;          12;      0.1300751;      0.1247636;      0.2299950;      0.0364844;      0.8538177;      1.3026861;      0.0127611
